Dato ;Region ;Kommune ;Dødsfall ;Alvorsgrad ;Involverte ;Aktivitet ;Faregrad ;Skredproblem 1 ;Skredtype 1 ;Svaktlag 1 ;Skredproblem 2 ;Skredtype 2 ;Svaktlag 2 ;Skredproblem 3 ;Skredtype 3 ;Svaktlag 3 ;Kommentar ;regObs
2017-04-29 ;Jotunheimen ;Lom ;0 ; ;3 ;Ski ;3 ;Vedvarende svakt lag ;Tørre flakskred ;Nedsnødd eller nedføyket kantkornet snø ;Fokksnø ;Tørre flakskred ;Dårlig binding mellom lag i fokksnøen ;Våte løssnøskred  ;Våte løssnøskred  ;Ubunden snø ;Gruppe med tre utløste skred. Ingen tatt. Ingen skadet. ;126142
2017-04-29 ;Jotunheimen ;Lom ;0 ; ;1 ;Ski ;3 ;Vedvarende svakt lag ;Tørre flakskred ;Nedsnødd eller nedføyket kantkornet snø ;Fokksnø ;Tørre flakskred ;Dårlig binding mellom lag i fokksnøen ;Våte løssnøskred  ;Våte løssnøskred  ;Ubunden snø ;Skiløper utløst skred. Ingen tatt. Ingen skadet ;126133
2017-04-28 ;Voss ;Voss ;0 ; ;3 ;Ski ;2 ;Fokksnø ;Tørre flakskred ;Nedføyket svakt lag med nysnø ;Våte løssnøskred  ;Våte løssnøskred  ;Ubunden snø ; ; ; ;Gruppe på tre utløste skred. To tatt. Kom seg ut ved egen hjelp. Ingen skadet. ;125987
2017-04-23 ;Lofoten og Vesterålen ;Sortland ;0 ;Nestenulykke ;2 ;Ski ;2 ;Nysnøflak ;Tørre flakskred ;Nedføyket svakt lag med nysnø ;Vedvarende svakt lag ;Tørre flakskred ;Nedsnødd eller nedføyket kantkornet snø ; ; ; ;Gruppe på to utløste skred. ;125292
2017-04-23 ;Lofoten og Vesterålen ;Sortland ;0 ;Påvirket ingenting ;4 ;Ski ;2 ;Nysnøflak ;Tørre flakskred ;Nedføyket svakt lag med nysnø ;Vedvarende svakt lag ;Tørre flakskred ;Nedsnødd eller nedføyket kantkornet snø ; ; ; ;Gruppe på fire fjernutløste skred. Ingen tatt. Ingen sakdet. ;125287
2017-04-23 ;Salten ;Bodø ;0 ;Nestenulykke ;2 ;Ski ;3 ;Vedvarende svakt lag ;Tørre flakskred ;Nedsnødd eller nedføyket kantkornet snø ;Nysnøflak ;Tørre flakskred ;Nedføyket svakt lag med nysnø ; ; ; ;Skikjørere utløste skred. Ingen tatt. Ingen skadet. ;125290
2017-04-22 ;Tromsø ;Tromsø ;0 ;Påvirket ingenting ;1 ;Ski ;3 ;Vedvarende svakt lag ;Tørre flakskred ;Nedsnødd eller nedføyket kantkornet snø ;Nysnøflak ;Tørre flakskred ;Nedføyket svakt lag med nysnø ; ; ; ;Skikjører utløste skred. Sto igjen ved bruddkant. ;125161
2017-04-22 ;Hardanger ;Odda ;0 ; ;1 ;Ski ;2 ;Fokksnø ;Tørre flakskred ;Nedføyket svakt lag med nysnø ; ; ; ; ; ; ;Skikjører fjernutløste skred. Ingen tatt. Ingen skadet ;125166
2017-04-22 ;Salten ;Bodø ;0 ; ;8 ;Ski ;3 ;Nysnøflak ;Tørre flakskred ;Nedføyket svakt lag med nysnø ;Vedvarende svakt lag ;Tørre flakskred ;Nedsnødd eller nedføyket kantkornet snø ; ; ; ;Gruppe med skikjørere fjernutløste skred. Ingen tatt. Ingen skadet ;125104
2017-04-21 ;Lofoten og Vesterålen ;Vågan ;0 ;Påvirket ingenting ;1 ;Ski ;2 ;Nysnøflak ;Tørre flakskred ;Nedføyket svakt lag med nysnø ; ; ; ; ; ; ;Skiløper fjernutløste skred. Ingen tatt. Ingen skadet. ;125035
2017-04-21 ;Lofoten og Vesterålen ;Vågan ;0 ; ;6 ;Ski ;2 ;Nysnøflak ;Tørre flakskred ;Nedføyket svakt lag med nysnø ; ; ; ; ; ; ;Gruppe fjernutløste skred fra rygg. Ingen tatt. Ingen skadet ;125042
2017-04-21 ;Lyngen ;Lyngen ;0 ;Annet ;1 ;Ski ;2 ;Vedvarende svakt lag ;Tørre flakskred ;Nedsnødd eller nedføyket kantkornet snø ;Fokksnø ;Tørre flakskred ;Nedføyket svakt lag med nysnø ;Våte løssnøskred  ;Våte løssnøskred  ;Ubunden snø ;Skikjører tatt av skred og ført nedover enne. Kom seg ut ved egen hjelp. Ingen skadet. ;125054
2017-04-21 ;Salten ;Fauske ;0 ; ;6 ;Ski ;3 ;Nysnøflak ;Tørre flakskred ;Nedføyket svakt lag med nysnø ;Vedvarende svakt lag ;Tørre flakskred ;Nedsnødd eller nedføyket kantkornet snø ; ; ; ;Gruppe med skikjørere fjernutløste skred. Ingen tatt. Ingen skadet ;125009
2017-04-21 ;Lofoten og Vesterålen ;Hadsel ;0 ;Påvirket ingenting ;1 ;Ski ;2 ;Nysnøflak ;Tørre flakskred ;Nedføyket svakt lag med nysnø ; ; ; ; ; ; ;Skiløper fjernutløste skred. Ingen tatt. Ingen skadet. ;125022
2017-04-21 ;Jotunheimen ;Luster ;0 ;Påvirket ingenting ;3 ;Ski ;3 ;Fokksnø ;Tørre flakskred ;Nedføyket svakt lag med nysnø ;Vedvarende svakt lag ;Tørre flakskred ;Nedsnødd eller nedføyket kantkornet snø ; ; ; ;3 skiløpere utløste skred. 1 tatt og delvis begravd. Var synlig og kom seg ut uten skader. ;125036
2017-04-21 ;Nord-Troms ;Nordreisa ;0 ;Påvirket ingenting ;1 ;Ski ;2 ;Fokksnø ;Tørre flakskred ;Nedføyket svakt lag med nysnø ;Våte løssnøskred  ;Våte løssnøskred  ;Ubunden snø ; ; ; ;Skiløperutløst skred i konveks formasjon. Ingen tatt. Ingen skadet. ;124981
2017-04-17 ;Indre Fjordane ;Jølster ;0 ; ;1 ;Ski ;2 ;Tørre løssnøskred ;Tørre løssnøskred  ;Ubunden snø ;Nysnøflak ;Tørre flakskred ;Dårlig binding mellom glatt skare og overliggende snø ; ; ; ;Skiløperutløst skred. Ingen tatt. Ingen skadet. ;124579
2017-04-16 ;Indre Fjordane ;Eid ;0 ;Påvirket ingenting ;6 ;Ski ;2 ;Nysnøflak ;Tørre flakskred ;Nedføyket svakt lag med nysnø ; ; ; ; ; ; ;Skiløpere utløste to små skred. Ingen tatt.Ingen skadet ;124395
2017-04-15 ;Voss ;Voss ;0 ;Påvirket ingenting ;1 ;Ski ;2 ;Fokksnø ;Tørre flakskred ;Nedføyket svakt lag med nysnø ;Våte løssnøskred  ;Våte løssnøskred  ;Ubunden snø ; ; ; ;Skiløperutløst lite skred. Ingen tatt. Ingen skadet. ;124287
2017-04-15 ;Svartisen ;Rødøy ;0 ;Nestenulykke ;1 ;Ski ;2 ;Fokksnø ;Tørre flakskred ;Nedføyket svakt lag med nysnø ;Våte løssnøskred  ;Våte løssnøskred  ;Ubunden snø ; ; ; ;Fjellskiutløperutløst skred. Ingen tatt. Ingen skadet. ;124300
2017-04-15 ;Hallingdal ;Hemsedal ;0 ;Påvirket ingenting ;1 ;Ski ;1 ;Fokksnø ;Tørre flakskred ;Dårlig binding mellom lag i fokksnøen ; ; ; ; ; ; ;Skiløperutløst lite skred. Ingen tatt. Ingen skadet. ;124301
2017-04-14 ;Hardanger ;Odda ;0 ; ;1 ;Ski ;2 ;Fokksnø ;Tørre flakskred ;Nedføyket svakt lag med nysnø ;Våte løssnøskred  ;Våte løssnøskred  ;Ubunden snø ; ; ; ;Skiløperutløst skred. En tatt. Ingen skadet. ;124293
2017-04-14 ;Trollheimen ;Oppdal ;0 ;Påvirket ingenting ;1 ;Ski ;2 ;Fokksnø ;Tørre flakskred ;Nedføyket svakt lag med nysnø ;Våte løssnøskred  ;Våte løssnøskred  ;Ubunden snø ; ; ; ;Skiløper utløste skred på konveks formasjon. Ingen tatt. Ingen skadet. ;124177
2017-04-14 ;Tromsø ;Tromsø ;0 ;Påvirket ingenting ;2 ;Ski ;2 ;Fokksnø ;Tørre flakskred ;Dårlig binding mellom lag i fokksnøen ;Våte løssnøskred  ;Våte løssnøskred  ;Ubunden snø ; ; ; ;Skiløper utløst skred. Kom seg ut ved egen hjelp. Ingen skadet ;124208
2017-04-13 ;Sør-Troms ;Ibestad ;0 ;Nestenulykke ;1 ;Ski ;2 ;Fokksnø ;Tørre flakskred ;Dårlig binding mellom lag i fokksnøen ;Våte løssnøskred  ;Våte løssnøskred  ;Ubunden snø ; ; ; ;Skred utløst av skikjører. Fikk kjørt ut av skredet. Ingen skadet. ;124051
2017-04-13 ;Tromsø ;Tromsø ;0 ; ;1 ;Ski ;2 ;Fokksnø ;Tørre flakskred ;Dårlig binding mellom lag i fokksnøen ;Våte løssnøskred  ;Våte løssnøskred  ;Ubunden snø ; ; ; ;Skiløperutløst skred. Ingen tatt, ingen skadet. ;124087
2017-04-13 ;Lyngen ;Lyngen ;0 ;Nestenulykke ;2 ;Snøbrett ;2 ;Fokksnø ;Tørre flakskred ;Dårlig binding mellom lag i fokksnøen ;Våte løssnøskred  ;Våte løssnøskred  ;Ubunden snø ; ; ; ;To splitboardere utløste skred. Ble ført med nedover. Kom seg ut ved egen hjelp. Ingen skadet. ;124086
2017-04-12 ;Lofoten og Vesterålen ;Hadsel ;0 ;Ikke spesifisert ;3 ;Ski ;2 ;Våte løssnøskred  ;Våte løssnøskred  ;Ubunden snø ;Fokksnø ;Tørre flakskred ;Nedføyket svakt lag med nysnø ; ; ; ;Turfølge utløste skred. En ble ført med skredet, men kom seg ut ved egen hjelp. Ingen skadet ;123932
2017-04-12 ;Sør-Troms ;Berg ;0 ;Påvirket ingenting ;5 ;Snøbrett ;2 ;Fokksnø ;Tørre flakskred ;Dårlig binding mellom lag i fokksnøen ;Våte løssnøskred  ;Våte løssnøskred  ;Ubunden snø ; ; ; ;Skred utløst av snøbrettkjører. Ingen tatt. Ingen skadet. ;158458
2017-04-11 ;Sunnmøre ;Ørsta ;0 ;Nestenulykke ;2 ;Ski ;3 ;Nysnøflak ;Tørre flakskred ;Nedføyket svakt lag med nysnø ; ; ; ; ; ; ;Turfølge utløste skred. Kom seg ut ved egen hjelp. Ingen skadet ;123925, 123860
2017-04-09 ;Romsdal ;Nesset ;1 ;Personer omkommet ;2 ;Ski ;2 ;Våte løssnøskred  ;Våte løssnøskred  ;Ubunden snø ; ; ; ; ; ; ;Toppskavl brakk. En person falt flere hundre meter og omkom ;132878
2017-04-09 ;Lyngen ;Lyngen ;0 ;Påvirket ingenting ;6 ;Snøskuter ;2 ;Fokksnø ;Tørre flakskred ;Dårlig binding mellom lag i fokksnøen ;Dypt vedvarende svakt lag ;Tørre flakskred ;Kantkornet snø over skarelag ; ; ; ;Snøscooterutløst lite skred. Ingen skadet ;123440
2017-04-08 ;Tromsø ;Tromsø ;0 ; ;1 ;Ski ;2 ;Nysnøflak ;Tørre flakskred ;Nedføyket svakt lag med nysnø ;Våte løssnøskred  ;Våte løssnøskred  ;Ubunden snø ; ; ; ;Skiløperutløst skred. Ingen tatt, ingen skadet. ;123418
2017-04-06 ;Lyngen ;Lyngen ;0 ;Påvirket ingenting ;1 ;Snøbrett ;2 ;Nysnøflak ;Tørre flakskred ;Nedføyket svakt lag med nysnø ;Dypt vedvarende svakt lag ;Tørre flakskred ;Kantkornet snø over skarelag ; ; ; ;Skred løst ut av snøbrettkjører på toppen av heng. Ingen tatt, ingen skadet ;123030
2017-04-02 ;Tromsø ;Tromsø ;0 ; ;1 ;Ski ;2 ;Fokksnø ;Tørre flakskred ;Nedføyket svakt lag med nysnø ;Vedvarende svakt lag ;Tørre flakskred ;Kantkornet snø over skarelag ; ; ; ;Skiløper utløste lite skred. Ingen tatt, ingen skadet ;122391
2017-04-01 ;Nord-Troms ;Kåfjord ;0 ;Påvirket ingenting ;1 ;Ski ;2 ;Fokksnø ;Tørre flakskred ;Nedføyket svakt lag med nysnø ;Vedvarende svakt lag ;Tørre flakskred ;Kantkornet snø over skarelag ; ; ; ;Skiløperutløst skred. Ingen tatt, ingen skadet. ;122326
2017-04-01 ;Jotunheimen ;Lom ;0 ; ;1 ;Ski ;2 ;Fokksnø ;Tørre flakskred ;Dårlig binding mellom lag i fokksnøen ;Vedvarende svakt lag ;Tørre flakskred ;Kantkornet snø over skarelag ; ; ; ;Skiløperutløst skred. Ingen tatt, ingen skadet. ;122242
2017-03-28 ;Lyngen ;Lyngen ;0 ;Påvirket ingenting ;6 ;Ski ;4 ;Nysnøflak ;Tørre flakskred ;Nedføyket svakt lag med nysnø ;Vedvarende svakt lag ;Tørre flakskred ;Kantkornet snø over skarelag ; ; ; ;Turfølge på seks utløste skred. Ingen tatt. ;121918
2017-03-23 ;Vest-Telemark ;Tinn ;0 ; ;2 ;Ski ;2 ;Nysnøflak ;Tørre flakskred ;Nedføyket svakt lag med nysnø ;Vedvarende svakt lag ;Tørre flakskred ;Kantkornet snø over skarelag ; ; ; ;Skred utløst av to skiløpere. En tatt men kom seg ut ved egen hjelp. Ingen skadet ;120704
2017-03-20 ;Lyngen ;Lyngen ;0 ; ;5 ;Ski ;3 ;Fokksnø ;Tørre flakskred ;Nedføyket svakt lag med nysnø ;Vedvarende svakt lag ;Tørre flakskred ;Kantkornet snø over skarelag ; ; ; ;Turfølge på 5-6 utløste skred på overside ned mot elvedal. Ingen tatt ;120218
2017-03-19 ;Indre Sogn ;Lærdal ;0 ; ;1 ;Ski ;2 ;Fokksnø ;Tørre flakskred ;Nedføyket svakt lag med nysnø ;Vedvarende svakt lag ;Tørre flakskred ;Kantkornet snø over skarelag ; ; ; ;Skiløper løste ut skred. Begravd til hofte. Uskadet. ;120008
2017-03-18 ;Hallingdal ;Hemsedal ;0 ;Nestenulykke ;1 ;Ski ;3 ;Fokksnø ;Tørre flakskred ;Dårlig binding mellom lag i fokksnøen ;Vedvarende svakt lag ;Tørre flakskred ;Kantkornet snø over skarelag ; ; ; ;Utløst av skikjører. Skispor inn og ut av skredet. Ingen skadet ;119871
2017-03-16 ;Lyngen ;Lyngen ;1 ;Personer omkommet ;4 ;Ski ;3 ;Nysnøflak ;Tørre flakskred ;Nedføyket svakt lag med nysnø ;Vedvarende svakt lag ;Tørre flakskred ;Kantkornet snø over skarelag ; ; ; ;Turfølge på 4 løste ut skred. 2 tatt. En funnet raskt og overlevde.  En etter 2 timer. Døde dagen etter. ;119839
2017-03-15 ;Hallingdal ;Hol ;0 ;Personer skadet ;6 ;Ski ;3 ;Fokksnø ;Tørre flakskred ;Nedføyket svakt lag med nysnø ;Vedvarende svakt lag ;Tørre flakskred ;Kantkornet snø over skarelag ; ; ; ;Turfølge på 6 utløste skred. En ble tatt og begravd. Gravd frem etter nærmere 4 timer . I live. ;132877
2017-03-14 ;Lyngen ;Lyngen ;0 ; ;1 ;Ski ;3 ;Vedvarende svakt lag ;Tørre flakskred ;Kantkornet snø over skarelag ;Fokksnø ;Tørre flakskred ;Dårlig binding mellom lag i fokksnøen ; ; ; ;Skred utløst av gruppe på tur. En begravd til brystet. Ingen skadet. Kom ut ved egen hjelp ;119225
2017-03-12 ;Lyngen ;Balsfjord ;0 ;Nestenulykke ;5 ;Ski ;3 ;Nysnøflak ;Tørre flakskred ;Nedføyket svakt lag med nysnø ;Vedvarende svakt lag ;Tørre flakskred ;Kantkornet snø over skarelag ; ; ; ;Gruppe utløste skred. Kom seg akkurat unna slik at ingen ble tatt ;118826
2017-03-12 ;Tromsø ;Tromsø ;0 ;Personer skadet ;3 ;Ski ;3 ;Nysnøflak ;Tørre flakskred ;Nedføyket svakt lag med nysnø ;Vedvarende svakt lag ;Tørre flakskred ;Kantkornet snø over skarelag ; ; ; ;Skikjørere utløste skred i bratt renne. Kom seg ut for egen hjelp. En skadet og ble sendt til sykehus ;132879
2017-03-10 ;Hallingdal ;Hemsedal ;0 ;Ikke spesifisert ;1 ;Ski ;3 ;Fokksnø ;Tørre flakskred ;Nedføyket svakt lag med nysnø ;Vedvarende svakt lag ;Tørre flakskred ;Kantkornet snø over skarelag ; ; ; ; ;118540
2017-03-10 ;Lofoten og Vesterålen ;Vågan ;0 ; ;1 ;Ski ;1 ;Nysnøflak ;Tørre flakskred ;Nedføyket svakt lag med nysnø ; ; ; ; ; ; ;Skiløperutløst lite skred. Ingen tatt. Ingen skadet. ;118530
2017-03-10 ;Vest-Telemark ;Tinn ;0 ;Nestenulykke ;1 ;Ski ;2 ;Fokksnø ;Tørre flakskred ;Nedføyket svakt lag med nysnø ;Vedvarende svakt lag ;Tørre flakskred ;Kantkornet snø over skarelag ; ; ; ;Skiløperutløst skred i renne. Ingen skadet. ;118488
2017-03-07 ;Lyngen ;Lyngen ;0 ; ;1 ;Snøskuter ;2 ;Fokksnø ;Tørre flakskred ;Nedføyket svakt lag med nysnø ;Vedvarende svakt lag ;Tørre flakskred ;Kantkornet snø over skarelag ; ; ; ;Snøscooterutløst lite skred. Ingen skadet ;117996
2017-03-05 ;Voss ;Modalen ;0 ; ;1 ;Ski ;3 ;Fokksnø ;Tørre flakskred ;Dårlig binding mellom lag i fokksnøen ;Vedvarende svakt lag ;Tørre flakskred ;Nedsnødd eller nedføyket kantkornet snø ; ; ; ;Skiløperutløst skred. Ingen tatt, ingen skadet. ;117721
2017-03-02 ;Tromsø ;Tromsø ;0 ; ;1 ;Ski ;2 ;Fokksnø ;Tørre flakskred ;Nedføyket svakt lag med nysnø ; ; ; ; ; ; ;Skiløper utløste lite skred. Uvisst om han ble tatt. Ingen ble skadet ;117867
2017-02-27 ;Tromsø ;Tromsø ;0 ;Ikke spesifisert ;1 ;Ski offpist ;3 ;Fokksnø ;Tørre flakskred ;Nedføyket svakt lag med nysnø ;Vedvarende svakt lag ;Tørre flakskred ;Kantkornet snø over skarelag ; ; ; ;Skikjører løste ut skred og seilte med 20 meter. Ble ikke skadet og kom seg ut ved egen hjlep ;116857
2017-02-24 ;Indre Troms ;Balsfjord ;0 ;Nestenulykke ;1 ;Snøbrett ;3 ;Fokksnø ;Tørre flakskred ;Nedføyket svakt lag med nysnø ; ; ; ; ; ; ;Brettkjører utløset skred over seg. Ble ført 20 meter. Kom seg ut ved egen hjelp uskadet. ;116366
2017-02-23 ;Indre Sogn ;Sogndal ;0 ;Nestenulykke ;1 ;Ski ;3 ;Fokksnø ;Tørre flakskred ;Nedføyket svakt lag med nysnø ;Vedvarende svakt lag ;Tørre flakskred ;Kantkornet snø over skarelag ; ; ; ;Skiløper utløst skred. Kom seg ut ved egen hjelp. Ingen skadet ;116124
2017-02-23 ;Indre Sogn ;Sogndal ;0 ;Personer skadet ;1 ;Ski offpist ;3 ;Fokksnø ;Tørre flakskred ;Nedføyket svakt lag med nysnø ;Vedvarende svakt lag ;Tørre flakskred ;Kantkornet snø over skarelag ; ; ; ;Skiløperutløst skred. En person skadet ;117458
2017-02-22 ;Tromsø ;Tromsø ;0 ; ;1 ;Ski offpist ;3 ;Fokksnø ;Tørre flakskred ;Nedføyket svakt lag med nysnø ; ; ; ; ; ; ;Skiløperutløst skred. Muligens to. Ingen skadet ;116033
2017-02-21 ;Vest-Finnmark ;Loppa ;0 ; ;1 ;Ski ;3 ;Fokksnø ;Tørre flakskred ;Nedføyket svakt lag med nysnø ; ; ; ; ; ; ;Skiløperutløst skred. Ingen skadet ;116060
2017-01-19 ;Lyngen ;Lyngen ;0 ;Nestenulykke ;1 ;Ski ;3 ;Fokksnø ;Tørre flakskred ;Dårlig binding mellom lag i fokksnøen ; ; ; ; ; ; ;En skikjører utløste lite skred i testheng. Ingen skadet ;111315
2017-01-16 ;Lofoten og Vesterålen ;Vågan ;0 ;Nestenulykke ;2 ;Ski ;3 ;Vedvarende svakt lag ;Tørre flakskred ;Nedsnødd eller nedføyket kantkornet snø ;Våte løssnøskred  ;Våte løssnøskred  ;Ubunden snø ; ; ; ;To skikjørere utløste skred. Ingen tatt. ;110793
2017-01-15 ;Salten ;Fauske ;0 ;Ikke spesifisert ;1 ;Ski ;3 ;Nysnøflak ;Tørre flakskred ;Nedføyket svakt lag med nysnø ; ; ; ; ; ; ;En person utløste lite skred. Ingen tatt. ;110590
2017-01-14 ;Jotunheimen ;Vågå ;0 ;Nestenulykke ;4 ;Ski ;2 ;Fokksnø ;Tørre flakskred ;Nedføyket svakt lag med nysnø ; ; ; ; ; ; ;Turfølge på tre utløste skred. En tatt. Ingen skadet. En utløste et skred. Ingen tatt ;110450
2017-01-07 ;Tromsø ;Tromsø ;0 ;Påvirket ingenting ;2 ;Ski ;2 ;Nysnøflak ;Tørre flakskred ;Nedføyket svakt lag med nysnø ; ; ; ; ; ; ;Turfølge på to løste ut skred. En ble med skredet ned et stykke. Ingen skadet. Kom seg ut for egen hjelp ;109292
2017-01-06 ;Lyngen ;Balsfjord ;0 ; ;2 ;Ski ;2 ;Nysnøflak ;Tørre flakskred ;Nedføyket svakt lag med nysnø ;Vedvarende svakt lag ;Tørre flakskred ;Kantkornet snø under skarelag ; ; ; ;Turfølge på to løste ut skred. En ble med skredet ned et stykke. Ingen skadet. Kom seg ut for egen hjelp ;109159
2016-11-13 ;Sunnmøre ;Ørsta ;0 ; ;3 ;Ski ; ; ; ; ; ; ; ; ; ; ;Turfølge på to løste ut skred. En person + en hund ble tatt. Ingen ble skadet. Kom seg ut for egen hjelp. ;132880
2016-06-13 ; ; ;0 ; ;7 ;Ski ; ; ; ; ; ; ; ; ; ; ;Turfølge på syv utløste skred. Seks tatt. Ingen skadet. Kom seg ut for egen hjelp. ;132881
2016-05-01 ;Fjordane ;Gaular ;0 ;Trafikk hindret ;1 ;Bil ;2 ;Vedvarende svakt lag ;Tørre flakskred ;Kantkornet snø over skarelag ;Våte løssnøskred  ;Våte løssnøskred  ;Ubunden snø ; ; ; ;En bil (eller tilhenger) tatt i skred. ;96291
2016-05-01 ;Romsdal ;Vestnes ;0 ;Nestenulykke ;3 ;Ski ;2 ;Våte løssnøskred  ;Våte løssnøskred  ;Ubunden snø ;Vedvarende svakt lag ;Tørre flakskred ;Kantkornet snø over skarelag ; ; ; ;Turfølge på tre utløste snøskred, ingen skadet. ;96290
2016-05-01 ;Sunnmøre ;Ørsta ;0 ;Nestenulykke ;3 ;Ski ;2 ;Våte løssnøskred  ;Våte løssnøskred  ;Ubunden snø ;Vedvarende svakt lag ;Tørre flakskred ;Kantkornet snø over skarelag ; ; ; ;To skred ble utløst av tre skikjørere på vei opp Slogen. Ingen ble tatt. ;96272
2016-04-30 ;Sogn ;Luster ;0 ; ;10 ;Ski ;3 ;Vedvarende svakt lag ;Tørre flakskred ;Kantkornet snø over skarelag ;Våte løssnøskred  ;Våte løssnøskred  ;Ubunden snø ; ; ; ;Guidet turgruppe fra High Camp Turtagrø. Ti stk i turfølget, ni av de tatt av skredet. To stk moderat til alvorlig skadet. ;96215
2016-04-30 ;Jotunheimen ;Lom ;0 ;Personer omkommet ;3 ;Ski ;3 ;Vedvarende svakt lag ;Tørre flakskred ;Nedsnødd eller nedføyket kantkornet snø ;Nysnøflak ;Tørre flakskred ;Nedføyket svakt lag med nysnø ; ; ; ;Et turfølge på tre, en tatt og begravd til brysthøyde. ;96091, 96151
2016-04-30 ;Romsdal ;Rauma ;1 ;Personer omkommet ;1 ;Ski ;3 ;Vedvarende svakt lag ;Tørre flakskred ;Kantkornet snø over skarelag ;Våte løssnøskred  ;Våte løssnøskred  ;Ubunden snø ; ; ; ;Svensk skikjører ble tatt av et skred og ført inn i skog. ;96127
2016-04-30 ;Sogn ;Luster ;0 ;Nestenulykke ;3 ;Ski ;3 ;Vedvarende svakt lag ;Tørre flakskred ;Kantkornet snø over skarelag ;Våte løssnøskred  ;Våte løssnøskred  ;Ubunden snø ; ; ; ;Et turfølge på tre stk utløste skred, ingen ble tatt. ;96084
2016-04-30 ; ;Jondal ;0 ; ;5 ;Ski ; ; ; ; ; ; ; ; ; ; ;Skikjørere (uvisst hvor mange) utløste skred i leheng. Mistet ski osv, ingen begravd. ;96061
2016-04-30 ;Harstad ;Lom ;0 ; ;3 ;Ski ; ; ; ; ; ; ; ; ; ; ;Skikjørere utløste et snøskred på 250-300 meters bredde i bratthenget opp mot Vesleloftet i Lom. Ingen skadd. ;96507
2016-04-24 ;Voss ;Aurland ;1 ;Personer omkommet ;1 ;Ski ;2 ;Vedvarende svakt lag ;Tørre flakskred ;Kantkornet snø under skarelag ;Fokksnø ;Tørre flakskred ;Dårlig binding mellom lag i fokksnøen ; ; ; ;Mann omkom av snøskred, ble ført med snøen ned en renne og begravet. ;95346
2016-04-22 ;Jotunheimen ;Lom ;0 ;Nestenulykke ;2 ;Ski ;3 ;Fokksnø ;Tørre flakskred ;Nedføyket svakt lag med nysnø ; ; ; ; ; ; ;To skiløpere står oppe på en skavel under Tverrbytthornet. To sto ned, en ble tatt av raset og ble ført ca 100 meter nedover. ;95185
2016-04-15 ;Narvik ;Narvik ;0 ; ;7 ;Ski ;2 ;Fokksnø ;Tørre flakskred ;Nedføyket svakt lag med nysnø ;Våte løssnøskred  ;Våte løssnøskred  ;Ubunden snø ; ; ; ;7 tyske turister utløste et skred, en skadet. ;93268
2016-04-02 ;Sogn ;Luster ;0 ;Nestenulykke ;2 ;Ski ;2 ;Fokksnø ;Tørre flakskred ;Dårlig binding mellom lag i fokksnøen ;Våte løssnøskred  ;Våte løssnøskred  ;Ubunden snø ; ; ; ;Turfølge tatt av snøskred, redningstjenste kontaktet, men de involverte gjennomførte kameratredning. ;91741
2016-03-27 ;Lyngsalpan ;Lyngen ;1 ;Personer omkommet ;1 ;Ski ;3 ;Våte flakskred ;Våte flakskred ;Opphopning av vann i/over lag i snødekket ;Nysnøflak ;Tørre flakskred ;Nedføyket svakt lag med nysnø ; ; ; ;Mann falt fra skavl, utløste et snøskred, ble begravd under 1,5 m med snø. ;91373
2016-03-23 ;Lofoten ;Vågan ;0 ;Nestenulykke ;1 ;Ski ;2 ;Nysnøflak ;Tørre flakskred ;Nedføyket svakt lag med nysnø ;Våte løssnøskred  ;Våte løssnøskred  ;Ubunden snø ; ; ; ;Mann tatt av snøskred, mistet skiene. ;90743
2016-03-08 ; ;Valle ;0 ; ;7 ;Snøskuter ; ; ; ; ; ; ; ; ; ; ;Følge på syv snøskutere, tre snøskutere tatt av skredet. Den ene mer eller mindre begravd. Ingen skader. ;87535
2016-03-04 ;Tromsø ;Skjervøy ;0 ;Ikke spesifisert ;2 ;Snøskuter ;2 ;Nysnøflak ;Tørre flakskred ;Nedføyket svakt lag med nysnø ;Dypt vedvarende svakt lag ;Tørre flakskred ;Kantkornet snø over skarelag ; ; ; ;To snøskuterkjørere utløste skredet. En truffet av skredet, men ikke begravd eller skadet. ;86197
2016-03-03 ;Kåfjord ;Kåfjord ;0 ;Nestenulykke ;1 ;Snøskuter ;2 ;Fokksnø ;Tørre flakskred ;Nedføyket svakt lag med nysnø ;Dypt vedvarende svakt lag ;Tørre flakskred ;Kantkornet snø over skarelag ; ; ; ;Skuterkjører utløste skred. Ble tatt, men kom seg ut. Skred løsnet på kantkornlaget ;83884
2016-03-02 ;Fjordane ;Høyanger ;0 ;Påvirket ingenting ;1 ;Fots ;3 ;Fokksnø ;Tørre flakskred ;Nedføyket svakt lag med nysnø ; ; ; ; ; ; ;Jogger merket snøskyen godt, ingen skader skjedd. ;83803
2016-02-25 ;Sunnmøre ;Ørsta ;0 ; ;1 ;Bil ;4 ;Nysnøflak ;Tørre flakskred ;Nedføyket svakt lag med nysnø ;Tørre løssnøskred ;Tørre løssnøskred  ;Ubunden snø ;Vedvarende svakt lag ;Tørre flakskred ;Nedsnødd eller nedføyket overflaterim ;Bil kjørte rett inn i et snøskred. ;87488
